horse_no,horses,win_odds,prev_win_odds,win_odds_change,win_amount,prev_win_amount,win_amount_increase,place_odds,prev_place_odds,place_odds_change,place_amount,prev_place_amount,place_amount_increase
6,安都,3.5,3.9,-0.1,6806796.39,4259075.19,2547721.2,1.5,1.5,0.0,13338086.3,10734595.3,2603491.0
7,開心勇駒,6.4,6.4,0.0,3722466.77,2595373.95,1127092.82,2.1,1.8,0.17,9527204.5,8945496.08,581708.42
14,黃金騎士,7.5,8.0,-0.06,3176504.98,2076299.16,1100205.82,2.4,2.5,-0.04,8336303.94,6440757.18,1895546.76
11,金滙千帥,15.0,22.0,-0.32,1588252.49,755017.88,833234.61,3.7,5.8,-0.36,5407332.28,2776188.44,2631143.84
8,中國心,5.4,4.6,0.17,4411812.47,3610955.05,800857.42,2.3,2.1,0.1,8698751.93,7667568.07,1031183.86
3,共享富裕,14.0,17.0,-0.18,1701699.1,977081.96,724617.14,4.3,5.3,-0.19,4652820.8,3038093.01,1614727.79
12,八仟財陞,10.0,9.0,0.11,2382378.74,1845599.25,536779.49,3.2,2.9,0.1,6252227.95,5552376.88,699851.07
4,納百川,12.0,11.0,0.09,1985315.61,1510035.75,475279.86,3.2,2.8,0.14,6252227.95,5750676.05,501551.9
1,膨才,19.0,19.0,0.0,1253883.54,874231.22,379652.32,5.3,7.1,-0.25,3774930.08,2267872.25,1507057.83
2,川河耀駒,31.0,27.0,0.15,768509.27,615199.75,153309.52,8.5,8.6,-0.01,2353779.94,1872313.13,481466.81
5,不同世界,38.0,35.0,0.09,626941.77,474582.66,152359.11,11.0,10.0,0.1,1818829.95,1610189.3,208640.65
9,龍城精將,70.0,65.0,0.08,340339.82,255544.51,84795.31,17.0,16.0,0.06,1176889.97,1006368.31,170521.66
13,超加加,77.0,66.0,0.17,309399.84,251672.62,57727.22,21.0,20.0,0.05,952720.45,805094.65,147625.8
10,巴閉仔,89.0,78.0,0.14,267683.0,212953.76,54729.24,24.0,21.0,0.14,833630.39,766756.81,66873.58
