horse_no,horses,win_odds,prev_win_odds,win_odds_change,win_amount,prev_win_amount,win_amount_increase,place_odds,prev_place_odds,place_odds_change,place_amount,prev_place_amount,place_amount_increase
1,開心指數,6.3,6.3,0.0,3960256.93,3960256.93,0.0,1.8,1.8,0.0,13520570.25,13520570.25,0.0
2,增強,9.8,9.8,0.0,2545879.45,2545879.45,0.0,2.4,2.4,0.0,10140427.69,10140427.69,0.0
3,扶搖勢勁,2.3,2.3,0.0,10847660.28,10847660.28,0.0,1.3,1.3,0.0,18720789.58,18720789.58,0.0
4,快活英雄,7.7,7.7,0.0,3240210.21,3240210.21,0.0,2.1,2.1,0.0,11589060.21,11589060.21,0.0
5,臻至辰,20.0,20.0,0.0,1247480.93,1247480.93,0.0,5.3,5.3,0.0,4591891.78,4591891.78,0.0
6,贏完又贏,217.0,217.0,0.0,114975.2,114975.2,0.0,51.0,51.0,0.0,477196.6,477196.6,0.0
7,紅運光輝,7.2,7.2,0.0,3465224.81,3465224.81,0.0,2.3,2.3,0.0,10581315.85,10581315.85,0.0
8,星火燎原,172.0,172.0,0.0,145055.92,145055.92,0.0,37.0,37.0,0.0,657757.47,657757.47,0.0
9,香港仔,12.0,12.0,0.0,2079134.89,2079134.89,0.0,3.3,3.3,0.0,7374856.5,7374856.5,0.0
10,龍虎精神,73.0,73.0,0.0,341775.6,341775.6,0.0,19.0,19.0,0.0,1280896.13,1280896.13,0.0
11,美麗邂逅,44.0,44.0,0.0,567036.79,567036.79,0.0,9.3,9.3,0.0,2616884.56,2616884.56,0.0
12,穿甲戰鷹,28.0,28.0,0.0,891057.81,891057.81,0.0,5.6,5.6,0.0,4345897.58,4345897.58,0.0
13,蹺妙,28.0,28.0,0.0,891057.81,891057.81,0.0,6.4,6.4,0.0,3802660.38,3802660.38,0.0
