horse_no,horses,win_odds,prev_win_odds,win_odds_change,win_amount,prev_win_amount,win_amount_increase,place_odds,prev_place_odds,place_odds_change,place_amount,prev_place_amount,place_amount_increase
1,極上紗瓏,1.2,1.2,0.0,18202936.81,18202936.81,0.0,1.0,1.0,0.0,18159506.47,18159506.47,0.0
2,一生好彩,13.0,13.0,0.0,1680271.09,1680271.09,0.0,1.9,1.9,0.0,9557634.99,9557634.99,0.0
3,神馳,14.0,14.0,0.0,1560251.73,1560251.73,0.0,2.1,2.1,0.0,8647384.04,8647384.04,0.0
4,開心三寶,34.0,34.0,0.0,642456.59,642456.59,0.0,5.1,5.1,0.0,3560687.54,3560687.54,0.0
5,嘉應勇將,60.0,60.0,0.0,364058.74,364058.74,0.0,5.6,5.6,0.0,3242769.01,3242769.01,0.0
6,浪漫鬥士,31.0,31.0,0.0,704629.81,704629.81,0.0,5.8,5.8,0.0,3130949.39,3130949.39,0.0
7,亨驥,21.0,21.0,0.0,1040167.82,1040167.82,0.0,3.1,3.1,0.0,5857905.31,5857905.31,0.0
9,愛馬心,73.0,73.0,0.0,299226.36,299226.36,0.0,12.0,12.0,0.0,1513292.21,1513292.21,0.0
10,新力好,31.0,31.0,0.0,704629.81,704629.81,0.0,3.6,3.6,0.0,5044307.35,5044307.35,0.0
11,加州熱浪,17.0,17.0,0.0,1284913.19,1284913.19,0.0,2.5,2.5,0.0,7263802.59,7263802.59,0.0
12,幸運大夫,217.0,217.0,0.0,100661.4,100661.4,0.0,30.0,30.0,0.0,605316.88,605316.88,0.0
