馬匹編號,馬名,平均比標準時間
1,當家精彩,-0.42
5,彩虹七色,-0.14
6,星運少爵,-0.03
9,潮流勇駒,0.3
4,團結戰靈,0.37
3,八仟好運,0.38
7,決一劍,0.41
11,環球英雄,0.54
12,加州得力,0.62
2,縱橫天下,0.76
8,巴閉哥,1.09
