馬匹編號,馬名,平均比標準時間
9,團結勇士,-0.32
4,福星小子,0.05
2,幸運星球,0.05
1,乘數表,0.06
3,川河動駒,0.08
7,嘉應勇將,0.09
5,天外迎天,0.1
12,棒棒糖,0.16
6,關鍵所在,0.57
10,贏得威楓,0.77
8,勇進駒,1.05
11,幸運大夫,1.18
