馬匹編號,馬名,平均比標準時間
1,一起美麗,-0.22
4,做好自己,-0.03
6,將義,-0.01
3,龍文鞭影,0.04
9,時時開心,0.05
10,知道穩勝,0.11
8,巴閉仔,0.48
11,智多多寶,0.54
2,極光之子,0.7
7,加州活力,0.75
5,蓮冠皇,0.96
