馬匹編號,馬名,完成時間
8,穿甲金鷹,98.91
7,電訊巴打,99.4
1,銀進,99.4
9,浪漫鬥士,99.76
5,好實力,99.77
6,我做到,100.1
2,瑪瑙,100.19
11,榮利雙收,100.24
10,佳登,100.26
3,膨才,101.18
