日期,馬場,跑道,場地狀況,途程,場次,名次,馬名,馬匹編號,今仗檔位,上仗檔位,該仗步速,該仗頭段,比標準頭段,該仗末段,比標準末段,完成時間,比標準時間,沿途走位,第一名,第二名,第三名,上仗騎師,今仗騎師,賽事班次,上仗負磅,今仗負磅
2025-12-10,HV,grass,好,1800,253,03,數字天文,7,2,2,85.83,85.83,0.88,23.47,-0.73,109.3,0.15,1 1 1 1 3,喜蓮勇感,非惟僥倖,數字天文,梁家俊,梁家俊,2,122,115
2025-12-27,ST,grass,好,2000,295,01,數字天文,7,2,4,97.09,97.09,-1.21,23.85,0.45,120.94,-0.76,1 1 1 1 1,數字天文,天將龍駒,君子傳承,梁家俊,梁家俊,2,119,115
