馬場,跑道,場地狀況,途程,場次,日期,名次,馬名,馬匹編號,今仗檔位,上仗檔位,該仗步速,該仗頭段,比標準頭段,該仗末段,比標準末段,完成時間,比標準時間,沿途走位,第一名,第二名,第三名,上仗騎師,今仗騎師,賽事班次,上仗負磅,今仗負磅
ST,grass,好,1200,548,31/03/2024,09,勁好運,4,7,8,46.22,47.3,47.3,23.38,-45.97,70.68,1.33,12 10 9,大才,佳運發,勇霸龍,梁家俊,艾兆禮,4,127,125
ST,grass,好,1400,599,20/04/2024,05,勁好運,4,7,5,58.9,59.58,-8.97,22.62,9.17,82.2,0.2,12 10 8 5,新力好,陸知,無敵勇士,梁家俊,艾兆禮,4,125,125
ST,grass,好,1400,682,19/05/2024,03,勁好運,4,7,4,58.22,59.02,-9.53,23.82,10.37,82.84,0.84,12 11 8 3,龍城強將,妙算高歌,勁好運,何澤堯,艾兆禮,4,127,125
ST,grass,好,1600,740,08/06/2024,07,勁好運,4,7,6,70.48,71.32,0.92,24.45,-0.05,95.77,0.87,9 8 8 7,艾莉奧,勝意,精算特殊,梁家俊,艾兆禮,4,127,125
ST,grass,好/快,1600,807,06/07/2024,03,勁好運,4,7,1,70.72,70.88,0.48,23.4,-1.1,94.28,-0.62,5 3 3 3,妙算高歌,金獅勝將,勁好運,田泰安,艾兆禮,4,124,125
HV,grass,好,1650,052,25/09/2024,02,勁好運,4,7,2,76.29,76.49,4.39,23.63,-4.37,100.12,0.02,5 5 4 2,黑桃火箭,勁好運,魔法速遞,潘頓,艾兆禮,4,123,125
HV,grass,好,1650,087,09/10/2024,01,勁好運,4,7,1,75.33,75.73,3.63,23.87,-4.13,99.6,-0.5,4 4 3 1,勁好運,盈益善,武林至尊,潘頓,艾兆禮,4,127,125
HV,grass,好,1650,145,30/10/2024,03,勁好運,4,7,2,75.75,76.35,4.4,23.65,-4.3,100.0,0.1,6 5 6 3,大千眼界,太陽勇士,勁好運,潘頓,艾兆禮,3,120,125
HV,grass,好/黏,1650,199,20/11/2024,02,勁好運,4,7,6,75.61,75.81,3.86,23.79,-4.16,99.6,-0.3,6 5 4 1,開心勇駒,勁好運,浪漫老撾,潘頓,艾兆禮,3,120,125
HV,grass,好,1650,237,04/12/2024,06,勁好運,4,7,1,76.98,77.42,5.47,23.4,-4.55,100.82,0.92,5 5 6 6,太陽勇士,豐盛,唯美主義,巴米高,艾兆禮,3,121,125
HV,grass,好,1800,336,08/01/2025,06,勁好運,4,7,8,85.67,86.15,-0.3,23.88,0.88,110.03,0.58,3 5 6 7 6,勁速威龍,加州動員,錶之量子,梁家俊,艾兆禮,3,121,125
ST,dirt,好,1650,386,26/01/2025,09,勁好運,4,7,5,73.99,74.23,3.53,25.11,-2.79,99.34,0.74,5 4 4 9,精彩動力,精英雄心,本領輝煌,梁家俊,艾兆禮,3,121,125
HV,grass,好,1650,446,19/02/2025,02,勁好運,4,7,2,75.63,76.03,4.08,23.78,-4.17,99.81,-0.09,5 5 6 2,博望坡,勁好運,太陽勇士,楊明綸,艾兆禮,3,119,125
HV,grass,好,1650,478,05/03/2025,09,勁好運,4,7,6,75.98,76.26,4.31,23.98,-3.97,100.24,0.34,3 3 3 9,星價,獨角獸,唯美主義,楊明綸,艾兆禮,3,124,125
HV,grass,好/快,1650,579,09/04/2025,11,勁好運,4,7,9,75.56,76.0,4.05,24.69,-3.26,100.69,0.79,3 4 5 11,非凡豪傑,黑桃火箭,至高心得,楊明綸,艾兆禮,3,120,125
HV,grass,好/快,1650,695,21/05/2025,04,勁好運,4,7,2,75.69,76.33,4.38,23.7,-4.25,100.03,0.13,6 7 6 4,納百川,久久為攻,盈妍威楓,潘明輝,艾兆禮,3,121,125
ST,grass,好/快,1400,744,08/06/2025,05,勁好運,4,7,7,58.58,59.26,-8.94,22.95,9.5,82.21,0.56,8 8 7 5,巴閉仔,神馳,本領輝煌,蔡明紹,艾兆禮,3,116,125
ST,grass,好/快,1600,832,13/07/2025,05,勁好運,4,7,5,70.62,71.18,0.78,23.75,-0.75,94.93,0.03,8 7 7 5,開心宇宙,準輝煌,加州星皓,艾兆禮,艾兆禮,4,135,125
HV,grass,好,1650,016,10/09/2025,08,勁好運,4,7,5,76.95,77.43,5.33,24.09,-3.91,101.52,1.42,6 7 6 8,爆笑,錶之量子,青春力量,潘頓,艾兆禮,4,133,125
ST,dirt,濕慢,1650,040,21/09/2025,08,勁好運,4,7,8,75.19,76.07,4.97,24.62,-3.33,100.69,1.64,12 12 11 8,天時明駒,超眼光,凱明神駒,艾兆禮,艾兆禮,4,134,125
HV,grass,好,1650,118,22/10/2025,01,勁好運,4,7,1,74.78,75.3,3.2,24.24,-3.76,99.54,-0.56,4 3 4 1,勁好運,古惑大師,先到先得,艾兆禮,艾兆禮,4,131,125
HV,grass,好,1650,197,19/11/2025,01,勁好運,4,7,10,75.09,75.89,3.94,23.54,-4.41,99.43,-0.47,11 11 11 1,勁好運,非凡豪傑,暴風之子,艾兆禮,艾兆禮,3,119,125
HV,grass,好,1650,272,17/12/2025,04,勁好運,4,7,2,76.8,77.32,5.37,23.3,-4.65,100.62,0.72,4 4 4 4,有財有勢,超加加,勁進駒,艾兆禮,艾兆禮,3,125,125
ST,dirt,好,1650,373,21/01/2026,12,勁好運,4,7,12,75.21,75.65,4.95,23.88,-4.02,99.53,0.93,12 12 8 12,皇龍飛將,滿心星,凱明神駒,艾兆禮,艾兆禮,3,125,125
