馬匹編號,馬名,平均比標準時間
4,友瑩亮,-0.31
7,開心三寶,-0.12
10,星願無限,0.01
9,臻至辰,0.15
8,超輕鬆,0.18
12,手到齊來,0.18
2,魅力奔騰,0.4
5,黃金大亨,0.42
3,大眾福星,0.45
11,和光同塵,1.06
