馬匹編號,馬名,完成時間
7,馬上盈,82.0
3,鬥志波,82.1
13,文武全能,82.18
2,超拍檔,82.19
11,洪才,82.24
10,有情有義,82.62
4,共創歡欣,82.68
14,競駿傳奇,82.91
12,超智多寶,83.35
