馬匹編號,馬名,平均比標準時間
6,君子傳承,-0.8
3,天將龍駒,-0.5
10,仁心星,-0.46
5,非惟僥倖,-0.35
1,智取神駒,-0.28
12,嘉應傳承,-0.24
4,錶之宇宙,-0.17
2,桃花開,0.05
8,春風萬里,0.3
13,紫荊傳令,0.35
11,遨遊武士,0.64
9,知足常樂,0.85
7,新意馬,0.93
