馬匹編號,馬名,平均比標準時間
6,偵探傳奇,-0.28
3,錶之極光,-0.22
1,友愛心得,-0.22
7,八駿福昇,0.01
8,電源之駒,0.16
10,美麗邂逅,0.28
9,德心知遇,0.5
2,愛馬善,0.54
4,勁先生,0.74
11,天福,1.15
