馬匹編號,馬名,平均比標準時間
13,文武全能,0.18
11,洪才,0.24
10,有情有義,0.26
1,輕功猛男,0.3
8,遨遊波士,0.32
7,馬上盈,0.36
2,超拍檔,0.38
4,共創歡欣,0.57
9,桃花俊,0.8
3,鬥志波,0.8
12,超智多寶,0.9
14,競駿傳奇,1.07
5,北極之錶,1.08
