馬匹編號,馬名,平均比標準時間
11,謙謙君子,-0.25
8,城中勇士,0.11
9,爆熱,0.31
3,超風速,0.33
5,巴閉佬,0.33
6,鼓浪高升,0.35
2,花香月明,0.37
12,快馬加鞭,0.42
10,南區旺,0.72
1,飛雲,0.77
7,魅力星,1.11
