馬匹編號,馬名,完成時間
1,穿甲戰鷹,68.22
10,起舞奜奜,68.88
9,顯勝高昇,69.02
7,常嚐發財,69.12
12,勇者無敵,69.17
8,光年程祥,69.29
3,日馳千里,69.38
4,快搏,69.74
