馬匹編號,馬名,完成時間
7,開心三寶,81.48
4,友瑩亮,81.62
8,超輕鬆,82.03
3,大眾福星,82.04
2,魅力奔騰,82.05
11,和光同塵,82.1
5,黃金大亨,82.17
