馬匹編號,馬名,平均比標準時間
1,南區之星,-0.07
3,嘉應奇兵,-0.03
7,千杯不醉,-0.02
2,綠野飛馳,0.03
5,手機錶勁,0.27
9,新力好,0.46
11,星火燎原,0.68
8,正極,0.85
12,抱百嶺,1.02
