日期,馬場,跑道,場地狀況,途程,場次,名次,馬名,馬匹編號,今仗檔位,上仗檔位,該仗步速,該仗頭段,比標準頭段,該仗末段,比標準末段,完成時間,比標準時間,前段位置,第一名,第二名,第三名,上仗騎師,今仗騎師,賽事班次,上仗負磅,今仗負磅
2026-01-01,ST,grass,好,1200,313,02,千帆駒,12,6,1,46.16,46.68,0.03,22.85,0.5,69.53,0.53,6,晒冷,千帆駒,狼來了,艾兆禮,田泰安,3,126,115
2026-01-18,ST,grass,好/快,1400,362,06,千帆駒,12,6,14,58.24,59.24,0.74,22.7,-0.45,81.94,0.29,12,會當凌,閃光燈,至尊高超,艾兆禮,田泰安,3,129,115
2026-02-14,ST,grass,好/快,1600,443,06,千帆駒,12,6,8,71.44,71.76,0.86,23.19,-0.61,94.95,0.25,3,紫荊盛勢,凌登,安都,潘頓,田泰安,3,130,115
2026-03-15,ST,grass,好/快,1400,525,02,千帆駒,12,6,12,57.96,59.04,0.54,22.06,-1.09,81.1,-0.55,11,一世美麗,千帆駒,包裝明將,潘頓,田泰安,3,131,115
2026-04-06,ST,grass,好,1400,581,01,千帆駒,12,6,10,58.66,59.02,0.52,22.01,-1.14,81.03,-0.62,10,千帆駒,一世美麗,超勁赤兔,奧爾民,田泰安,3,132,115
