日期,馬場,跑道,場地狀況,途程,場次,名次,馬名,馬匹編號,今仗檔位,上仗檔位,該仗步速,該仗頭段,比標準頭段,該仗末段,比標準末段,完成時間,比標準時間,前段位置,第一名,第二名,第三名,上仗騎師,今仗騎師,賽事班次,上仗負磅,今仗負磅
2025-11-15,ST,grass,好,1200,179,01,極上紗瓏,11,4,4,45.95,45.95,-0.95,23.39,0.94,69.34,-0.01,1,極上紗瓏,源好運,冷娃,潘明輝,潘明輝,4,124,115
2025-12-27,ST,grass,好,1400,293,01,極上紗瓏,11,4,7,57.76,57.76,-0.84,23.58,0.18,81.34,-0.66,1,極上紗瓏,都靈冠星,跨境駿馬,潘明輝,潘明輝,4,134,115
2026-02-22,ST,grass,好,1400,465,01,極上紗瓏,11,4,8,58.22,58.22,-0.28,22.5,-0.65,80.72,-0.93,1,極上紗瓏,確好勁,哈羅威,潘明輝,潘明輝,3,119,115
2026-03-29,ST,grass,好/快,1400,561,01,極上紗瓏,11,4,10,58.25,58.25,-0.25,23.07,-0.08,81.32,-0.33,1,極上紗瓏,開心三寶,新力好,潘明輝,潘明輝,3,134,115
