日期,馬場,跑道,場地狀況,途程,場次,名次,馬名,馬匹編號,今仗檔位,上仗檔位,該仗步速,該仗頭段,比標準頭段,該仗末段,比標準末段,完成時間,比標準時間,前段位置,第一名,第二名,第三名,上仗騎師,今仗騎師,賽事班次,上仗負磅,今仗負磅
2024-05-11,ST,grass,好/快,1600,662,02,亞機拉,9,10,8,71.75,71.83,1.03,22.45,-1.0,94.28,0.03,2,禪勝輝煌,亞機拉,笑哥兒,鍾易禮,田泰安,2,116,122
2024-06-12,HV,grass,好,1650,746,01,亞機拉,9,10,5,76.98,77.5,2.0,23.15,-0.65,100.65,1.35,2,亞機拉,黃腳鱲,智取神駒,鍾易禮,田泰安,2,117,122
2024-07-10,HV,grass,好/快,1650,817,08,亞機拉,9,10,10,73.96,75.04,-0.46,23.83,0.03,98.87,-0.43,8,木火兄弟,黃腳鱲,超超比,鍾易禮,田泰安,2,128,122
2024-09-18,HV,grass,好,1650,036,04,亞機拉,9,10,2,75.33,76.05,0.55,23.75,-0.05,99.8,0.5,7,木火兄弟,港林福將,赤兔猴王,鍾易禮,田泰安,2,123,122
2024-10-01,ST,grass,好/快,1400,072,06,亞機拉,9,10,7,58.58,59.18,0.83,22.86,-0.24,82.04,0.59,7,飛鷹翱翔,手機錶霸,陽光勇士,鍾易禮,田泰安,2,124,122
2024-11-24,ST,grass,好/快,1600,208,14,亞機拉,9,10,14,70.4,70.64,-0.16,25.05,1.6,95.69,1.44,2,手機錶霸,遨遊武士,陽光勇士,鍾易禮,田泰安,2,117,122
2025-01-12,ST,grass,好,1400,343,10,亞機拉,9,10,10,57.87,58.15,-0.2,23.27,0.17,81.42,-0.03,4,球星,競駿輝煌,玩笑,鍾易禮,田泰安,2,122,122
2025-01-31,ST,grass,好,1400,392,10,亞機拉,9,10,7,57.91,58.47,0.12,23.74,0.64,82.21,0.76,3,堅又威,一先生,舞林密碼,鍾易禮,田泰安,2,117,122
2025-02-19,HV,grass,好,1800,443,08,亞機拉,9,10,12,84.09,84.93,-0.07,24.04,-0.41,108.97,-0.48,5,快路,盈益善,久久為尊,周俊樂,田泰安,3,133,122
2025-03-02,ST,grass,好/快,1400,473,04,亞機拉,9,10,1,58.36,58.64,0.29,22.58,-0.52,81.22,-0.23,6,競駿輝煌,健康愉快,舞林密碼,巴度,田泰安,2,117,122
2025-03-23,ST,grass,好/快,1400,525,07,亞機拉,9,10,2,57.06,57.58,-0.77,23.41,0.31,80.99,-0.46,3,包裝天將,競駿輝煌,開心寶寶,巴度,田泰安,2,116,122
2025-04-09,HV,grass,好/快,1650,579,10,亞機拉,9,10,8,75.56,75.8,0.15,24.73,0.48,100.53,0.63,1,非凡豪傑,黑桃火箭,至高心得,巴度,田泰安,3,135,122
2025-04-27,ST,grass,好,1600,628,09,亞機拉,9,10,8,70.62,71.02,0.12,24.08,0.28,95.1,0.4,3,共享富裕,大浪圖田,鐵金剛,巴度,田泰安,3,133,122
2025-05-18,ST,grass,好/快,1600,687,14,亞機拉,9,10,8,72.4,72.8,1.9,23.83,0.03,96.63,1.93,3,金勝名駒,龍城精將,大浪圖田,鍾易禮,田泰安,3,130,122
2025-06-25,HV,grass,好/快,1650,785,08,亞機拉,9,10,12,75.22,75.54,-0.11,24.29,0.04,99.83,-0.07,1,暴風之子,浪漫老撾,香港神駒,鍾易禮,田泰安,3,129,122
2025-09-10,HV,grass,好,1650,015,06,亞機拉,9,10,3,75.39,75.83,0.18,24.02,-0.23,99.85,-0.05,3,龍文鞭影,智勇名駒,我做到,鍾易禮,田泰安,3,121,122
2025-10-01,ST,grass,好/快,1400,065,05,亞機拉,9,10,5,58.13,58.13,-0.37,23.23,0.08,81.36,-0.29,1,勁沙塵,銀亮奔騰,喜尊龍,鍾易禮,田泰安,3,122,122
2025-10-19,ST,grass,好/快,1400,112,04,亞機拉,9,10,13,57.3,57.78,-0.72,23.63,0.48,81.41,-0.24,2,駿奕快車,大眾福星,哈羅威,鍾易禮,田泰安,3,120,122
2025-11-19,HV,grass,好,1650,197,10,亞機拉,9,10,11,75.09,75.09,-0.56,25.16,0.91,100.25,0.35,1,勁好運,非凡豪傑,暴風之子,鍾易禮,田泰安,3,120,122
2026-01-18,ST,grass,好/快,1400,362,04,亞機拉,9,10,11,58.24,58.48,-0.02,23.35,0.2,81.83,0.18,2,會當凌,閃光燈,至尊高超,紀仁安,田泰安,3,119,122
2026-02-11,HV,grass,好/快,1650,430,12,亞機拉,9,10,10,74.48,74.84,-0.81,25.35,1.1,100.19,0.29,3,英駿飛駒,勁沙塵,魅力知耀,鍾易禮,田泰安,3,118,122
2026-02-25,HV,grass,好,1200,474,01,亞機拉,9,10,5,46.32,46.44,-0.61,23.03,0.48,69.47,-0.13,2,亞機拉,天外迎天,加州本事,鍾易禮,田泰安,3,115,122
2026-03-11,HV,grass,好/快,1200,513,06,亞機拉,9,10,8,46.43,46.59,-0.46,23.12,0.57,69.71,0.11,2,精彩福星,長勝隊長,喵喵怪,鍾易禮,田泰安,3,124,122
2026-03-22,ST,grass,好/快,1400,543,06,亞機拉,9,10,2,58.83,59.07,0.57,22.97,-0.18,82.04,0.39,3,友瑩亮,綠野飛馳,活力拍檔,鍾易禮,田泰安,3,123,122
2026-04-12,ST,grass,好,1400,602,11,亞機拉,9,10,3,59.43,59.43,0.93,24.1,0.95,83.53,1.88,3,重情重義,安泰,亨驥,鍾易禮,田泰安,3,123,122
