日期,馬場,跑道,場地狀況,途程,場次,名次,馬名,馬匹編號,今仗檔位,上仗檔位,該仗步速,該仗頭段,比標準頭段,該仗末段,比標準末段,完成時間,比標準時間,前段位置,第一名,第二名,第三名,上仗騎師,今仗騎師,賽事班次,上仗負磅,今仗負磅
2023-09-10,ST,grass,好/黏,1400,007,05,亞機拉,9,10,10,59.09,59.09,0.59,24.02,0.87,83.11,1.46,3,能文能武,好如意,禾道福星,班德禮,田泰安,3,129,122
2023-10-01,ST,grass,好,1400,065,02,亞機拉,9,10,7,58.63,58.63,0.13,23.17,0.02,81.8,0.15,1,馬林,亞機拉,威之星,鍾易禮,田泰安,3,118,122
2023-10-18,HV,grass,黏,1650,098,01,亞機拉,9,10,1,76.99,76.99,1.34,24.25,0.0,101.24,1.34,1,亞機拉,論文,浪漫老撾,鍾易禮,田泰安,3,121,122
2023-11-01,HV,grass,好,1650,136,06,亞機拉,9,10,6,75.75,75.75,0.1,25.23,0.98,100.98,1.08,2,超超比,波爾多,飛輪步,鍾易禮,田泰安,3,127,122
2023-11-22,HV,grass,好,1650,193,06,亞機拉,9,10,10,75.3,75.42,-0.23,24.99,0.74,100.41,0.51,2,錶之量子,電子傳奇,川河冠駒,巴度,田泰安,3,132,122
2023-12-17,ST,dirt,好,1200,255,09,亞機拉,9,10,11,45.44,46.0,-0.5,24.34,2.29,70.34,1.79,4,旋風飛影,龍之心,爆熱,鍾易禮,田泰安,3,130,122
2024-01-24,ST,dirt,好,1650,368,06,亞機拉,9,10,13,74.1,74.34,-0.51,24.39,0.64,98.73,0.13,2,無心睡眠,魅影獵飛,黃腳鱲,鍾易禮,田泰安,3,126,122
2024-02-28,HV,grass,好,1650,462,02,亞機拉,9,10,6,76.2,76.2,0.55,24.84,0.59,101.04,1.14,1,駿行星,亞機拉,獨角獸,鍾易禮,田泰安,3,127,122
2024-03-16,ST,grass,好,1400,512,01,亞機拉,9,10,8,58.46,58.82,0.32,23.01,-0.14,81.83,0.18,5,亞機拉,瑰麗人生,旗幟鬥士,鍾易禮,田泰安,3,129,122
2024-04-10,HV,grass,好,1650,571,02,亞機拉,9,10,7,75.62,75.78,0.28,23.54,-0.26,99.32,0.02,2,智取神駒,亞機拉,一先生,鍾易禮,田泰安,2,111,122
2024-04-28,ST,grass,黏,1400,625,08,亞機拉,9,10,2,58.38,58.9,0.55,24.19,1.09,83.09,1.64,4,旺旺神駒,傑出漢子,馬林,鍾易禮,田泰安,2,114,122
