日期,馬場,跑道,場地狀況,途程,場次,名次,馬名,馬匹編號,今仗檔位,上仗檔位,該仗步速,該仗頭段,比標準頭段,該仗末段,比標準末段,完成時間,比標準時間,前段位置,第一名,第二名,第三名,上仗騎師,今仗騎師,賽事班次,上仗負磅,今仗負磅
2023-12-26,ST,grass,好,1000,282,03,健康快車,6,2,5,33.9,34.26,-1.64,22.84,2.09,57.1,0.45,8,中環精英,水晶酒杯,健康快車,艾兆禮,艾兆禮,4,127,129
2024-01-13,ST,grass,好,1000,336,02,健康快車,6,2,7,33.81,34.17,-1.73,23.03,2.28,57.2,0.55,6,令才,健康快車,占士德,艾兆禮,艾兆禮,4,127,129
2024-02-04,ST,grass,好,1000,389,04,健康快車,6,2,6,34.28,34.52,-1.38,23.23,2.48,57.75,1.1,5,黑白,酷霸王,精彩勇士,麥道朗,艾兆禮,4,128,129
2024-02-25,ST,grass,好,1200,449,04,健康快車,6,2,9,46.85,46.97,0.07,23.28,0.83,70.25,0.9,3,快狠準,實力哥,包裝希望,巴度,艾兆禮,4,129,129
2024-03-10,ST,grass,好,1200,488,02,健康快車,6,2,10,46.02,46.5,-0.4,23.72,1.27,70.22,0.87,7,福星,健康快車,大才,艾道拿,艾兆禮,4,127,129
2024-03-24,ST,grass,好,1200,524,01,健康快車,6,2,7,46.45,46.61,-0.29,22.43,-0.02,69.04,-0.31,4,健康快車,同祥和順,勝意,莫雅,艾兆禮,4,127,129
2024-04-07,ST,grass,好,1200,564,03,健康快車,6,2,8,46.47,46.99,0.09,23.28,0.83,70.27,0.92,4,同祥和順,球星,健康快車,艾道拿,艾兆禮,4,130,129
2024-04-28,ST,grass,黏,1200,619,06,健康快車,6,2,3,46.71,47.39,0.49,23.32,0.87,70.71,1.36,8,鑽石星空,輝煌精英,開心寶寶,布文,艾兆禮,4,134,129
2024-11-03,ST,grass,好/快,1200,150,02,健康快車,6,2,3,46.44,47.28,0.38,22.19,-0.26,69.47,0.12,11,糖不甩,健康快車,滿好世界,布文,艾兆禮,4,135,129
2024-11-17,ST,grass,好,1200,192,03,健康快車,6,2,14,45.76,46.76,0.11,22.16,-0.19,68.92,-0.08,14,競駿先鋒,樂勝天下,健康快車,巴度,艾兆禮,3,116,129
2024-12-08,ST,grass,好,1200,242,07,健康快車,6,2,6,45.57,46.41,-0.24,23.05,0.7,69.46,0.46,11,開心寶寶,皇者有利,競駿先鋒,巴度,艾兆禮,3,119,129
2024-12-22,ST,grass,好,1200,284,02,健康快車,6,2,3,47.13,47.53,0.88,21.79,-0.56,69.32,0.32,10,開心寶寶,健康快車,正氣青驅,艾兆禮,艾兆禮,3,116,129
2025-01-01,ST,grass,好,1200,316,04,健康快車,6,2,11,46.11,47.15,0.5,22.48,0.13,69.63,0.63,10,舞林密碼,友愛心得,安康萬里,艾兆禮,艾兆禮,3,120,129
2025-01-26,ST,grass,好,1200,385,09,健康快車,6,2,7,46.64,47.24,0.59,22.83,0.48,70.07,1.07,10,膨才,馬上盈,飲杯,田泰安,艾兆禮,3,123,129
