馬匹編號,馬名,平均比標準時間
6,比特星,-0.01
7,可靠大師,0.09
5,星運少爵,0.09
8,驕陽雄心,0.24
11,好多利高,0.46
2,金發盛世,0.62
10,新力驕,0.65
9,怪獸波士,1.01
1,開心孖寶,1.03
3,方圓星,1.28
12,跑得好快,1.28
