馬匹編號,馬名,完成時間
1,千杯敬典,70.02
12,八里旺,70.06
4,團結戰靈,70.19
8,花好月盈,70.2
2,賢者福星,70.33
7,佳運發,70.37
11,銳高,70.4
6,銀刺勇士,70.41
10,勇敢孖寶,70.45
