馬匹編號,馬名,平均比標準時間
8,加州本事,-0.16
3,精彩福星,-0.09
5,福星小子,-0.08
1,乘數表,0.02
7,鈁糖武士,0.1
6,好節拍,0.19
2,粵港資駒,0.29
10,輕功猛男,0.37
4,飛馬座,0.37
12,合夥飛馳,0.53
9,怡昌光輝,0.84
11,鋼鐵安防,1.32
