馬匹編號,馬名,平均比標準時間
5,古惑大師,-0.03
4,夢照發,0.25
2,管之友,0.34
3,架勢奇爸,0.43
8,捷足奔馳,0.48
11,永勝金駒,0.57
6,香港精神,0.6
7,幸運同行,0.78
9,開心三多,0.85
1,富喜來,0.92
10,皇金風速,1.42
12,同寶寶,2.12
