馬匹編號,馬名,平均比標準時間
12,品德寶寶,-0.14
6,價值傳承,0.03
2,年少多好,0.04
3,燭光晚餐,0.21
11,團結巴打,0.45
1,馬力,0.45
5,人和家興,0.46
4,紅逸舍,0.6
8,飛龍在天,0.72
