馬匹編號,馬名,平均比標準時間
12,八里旺,0.11
3,皇者有利,0.11
8,花好月盈,0.3
1,千杯敬典,0.36
4,團結戰靈,0.48
11,銳高,0.52
7,佳運發,0.56
6,銀刺勇士,0.63
5,馬達,0.84
10,勇敢孖寶,0.92
2,賢者福星,1.0
9,最好玩,1.08
