馬匹編號,馬名,平均比標準時間
2,踏雪尋梅,-0.1
1,維港激流,0.02
9,天下寵兒,0.24
3,日馳千里,0.42
8,星辰千帥,0.42
5,至合拍,0.48
10,加州得力,0.48
6,大才,0.53
12,幽默大師,1.29
4,星威心得,1.41
7,頑童,1.66
11,妙玲瓏,2.0
