馬匹編號,馬名,完成時間
1,揀馬之皇,99.79
11,喜馬,99.92
4,康昌之星,100.23
5,奮鬥輝煌,100.27
6,追風,100.34
10,大浪園田,100.65
7,極速滿貫,100.69
3,香港神駒,100.74
9,大數據,100.8
