馬匹編號,馬名,完成時間
7,紅錢到,69.91
6,天天友福,69.94
2,北地烈馬,70.19
1,志善思源,70.2
9,閃電星福,70.34
12,飈誌,70.47
8,開心旺財,70.58
4,傲然,71.01
