馬匹編號,馬名,平均比標準時間
4,皇帝英豪,0.29
2,星運少爵,0.31
8,幸運愉快,0.35
11,精益大師,0.38
9,爆竹,0.48
10,前衛火影,0.49
7,最感,0.72
6,你知我得,0.87
12,魅力知福,1.05
3,川河型駒,1.05
1,莊家班,1.09
5,鳳翼天翔,1.1
