馬匹編號,馬名,平均比標準時間
11,中國心,-0.42
2,英駿飛駒,-0.3
1,銀進,-0.26
7,不同世界,-0.03
6,智勇名駒,0.14
8,快路,0.25
4,瑪瑙,0.32
9,安帝,0.35
10,星價,0.88
5,極光之子,1.2
12,勁大威猛,1.39
3,當年情,2.42
