馬匹編號,馬名,平均比標準時間
3,天外迎天,-0.03
6,星火燎原,-0.02
4,俏眼光,0.25
7,盈妍威楓,0.29
8,八駿福昇,0.3
1,安康萬里,0.3
5,鈁糖武士,0.34
2,寶進,0.35
10,佛亮老撾,1.09
