馬匹編號,馬名,平均比標準時間
7,紅錢到,0.01
6,天天友福,0.18
2,北地烈馬,0.26
10,博愛先鋒,0.44
5,千杯不醉,0.53
9,閃電星福,0.59
8,開心旺財,0.68
3,金發盛世,0.79
11,解碼,0.88
1,志善思源,0.95
12,飈誌,1.26
4,傲然,1.33
