馬匹編號,馬名,完成時間
3,亞機拉,69.47
7,泰泰精神,69.58
1,好好戀愛,69.82
5,精彩福星,69.89
9,喵喵怪,69.93
2,傑出漢子,70.17
4,手到齊來,70.41
10,飛躍星伴,70.59
6,競駿非凡,70.65
