馬匹編號,馬名,平均比標準時間
7,泰泰精神,-0.03
8,長勝隊長,0.05
1,好好戀愛,0.1
5,精彩福星,0.1
3,亞機拉,0.17
9,喵喵怪,0.24
2,傑出漢子,0.56
4,手到齊來,0.61
6,競駿非凡,1.14
10,飛躍星伴,1.3
11,越駿齊歡,1.32
