horse_no,horses,win_odds,prev_win_odds,win_odds_change,win_amount,prev_win_amount,win_amount_increase,place_odds,prev_place_odds,place_odds_change,place_amount,prev_place_amount,place_amount_increase
9,競駿輝煌,5.0,6.2,-0.19,67360.1,34109.62,33250.48,1.2,2.2,-0.45,201573.62,64273.87,137299.75
6,時時歡欣,5.1,6.3,-0.19,66039.31,33568.2,32471.11,2.0,2.1,-0.05,120944.17,67334.54,53609.63
11,閃耀天河,4.3,4.2,0.02,78325.69,50352.3,27973.39,1.8,1.6,0.12,134382.42,88376.58,46005.84
7,燈胆將軍,4.0,3.4,0.18,84200.12,62199.9,22000.22,1.6,1.1,0.45,151180.22,128547.75,22632.47
4,錶之星河,9.0,8.3,0.08,37422.27,25479.48,11942.79,2.4,2.7,-0.11,100786.81,52371.31,48415.5
1,信心星,13.0,13.0,0.0,25907.73,16267.67,9640.06,4.2,4.3,-0.02,57592.46,32884.31,24708.15
3,天天同樂,18.0,19.0,-0.05,18711.14,11130.51,7580.63,6.9,6.4,0.08,35056.28,22094.14,12962.14
8,愛馬善,18.0,14.0,0.29,18711.14,15105.69,3605.45,5.0,3.7,0.35,48377.67,38216.9,10160.77
5,維港智能,42.0,36.0,0.17,8019.06,5874.44,2144.62,10.0,8.7,0.15,24188.84,16253.16,7935.68
10,飲杯,50.0,45.0,0.11,6736.01,4699.55,2036.46,12.0,10.0,0.2,20157.36,14140.25,6017.11
