horse_no,horses,win_odds,prev_win_odds,win_odds_change,win_amount,prev_win_amount,win_amount_increase,place_odds,prev_place_odds,place_odds_change,place_amount,prev_place_amount,place_amount_increase
1,部族高手,3.4,3.7,-0.08,458807.49,229365.39,229442.1,1.8,1.7,0.06,695920.96,396999.71,298921.25
5,金鑽精靈,6.3,6.0,0.05,247610.39,141441.99,106168.4,2.1,2.0,0.05,596503.68,337449.75,259053.93
6,順善寶,6.6,6.1,0.08,236355.38,139123.27,97232.11,2.2,1.9,0.16,569389.87,355210.26,214179.61
8,美神來,8.0,8.3,-0.04,194993.18,102247.22,92745.96,2.4,2.8,-0.14,521940.72,241035.54,280905.18
11,劍無情,8.0,8.3,-0.04,194993.18,102247.22,92745.96,2.4,2.8,-0.14,521940.72,241035.54,280905.18
10,飛躍凱旋,12.0,12.0,0.0,129995.46,70720.99,59274.47,3.9,4.9,-0.2,321194.29,137734.59,183459.7
13,發光發亮,14.0,15.0,-0.07,111424.68,56576.79,54847.89,3.9,3.7,0.05,321194.29,182405.27,138789.02
7,常常感恩,15.0,15.0,0.0,103996.36,56576.79,47419.57,4.3,5.0,-0.14,291315.75,134979.9,156335.85
14,江南盛,29.0,29.0,0.0,53791.22,29263.86,24527.36,6.9,7.1,-0.03,181544.6,95056.27,86488.33
3,知恩圖報,31.0,28.0,0.11,50320.82,30309.0,20011.82,8.0,7.1,0.13,156582.22,95056.27,61525.95
2,快樂之友,50.0,59.0,-0.15,31198.91,14383.93,16814.98,12.0,12.0,0.0,104388.14,56241.62,48146.52
9,風雲,32.0,25.0,0.28,48748.3,33946.08,14802.22,8.4,7.2,0.17,149125.92,93736.04,55389.88
12,富貴駒,51.0,43.0,0.19,30587.17,19736.09,10851.08,11.0,10.0,0.1,113877.97,67489.95,46388.02
4,問鼎巔峰,69.0,61.0,0.13,22607.91,13912.33,8695.58,15.0,14.0,0.07,83510.51,48207.11,35303.4
