horse_no,horses,win_odds,prev_win_odds,win_odds_change,win_amount,prev_win_amount,win_amount_increase,place_odds,prev_place_odds,place_odds_change,place_amount,prev_place_amount,place_amount_increase
14,黃金騎士,8.1,9.7,-0.16,26844.07,15866.96,10977.11,1.7,2.5,-0.32,90986.34,41164.53,49821.81
6,安都,6.4,6.6,-0.03,33974.53,23319.62,10654.91,2.3,2.1,0.1,67250.77,49005.39,18245.38
4,納百川,8.3,9.7,-0.14,26197.23,15866.96,10330.27,2.8,2.9,-0.03,55241.71,35486.66,19755.05
8,中國心,4.8,4.1,0.17,45299.38,37538.91,7760.47,2.1,1.7,0.24,73655.61,60536.07,13119.54
7,開心勇駒,11.0,12.0,-0.08,19767.0,12825.79,6941.21,3.3,3.4,-0.03,46871.75,30268.04,16603.71
1,膨才,15.0,19.0,-0.21,14495.8,8100.5,6395.3,5.4,5.3,0.02,28643.85,19417.23,9226.62
3,共享富裕,14.0,15.0,-0.07,15531.21,10260.63,5270.58,4.9,4.9,0.0,31566.69,21002.31,10564.38
12,八仟財陞,7.1,5.9,0.2,30624.93,26086.36,4538.57,5.3,5.2,0.02,29184.3,19790.64,9393.66
11,金滙千帥,17.0,17.0,0.0,12790.41,9053.5,3736.91,5.0,4.3,0.16,30935.36,23932.87,7002.49
5,不同世界,24.0,28.0,-0.14,9059.87,5496.77,3563.1,7.8,8.3,-0.06,19830.36,12398.95,7431.41
2,川河耀駒,18.0,16.0,0.12,12079.83,9619.35,2460.48,5.4,4.2,0.29,28643.85,24502.7,4141.15
13,超加加,28.0,27.0,0.04,7765.61,5700.35,2065.26,5.3,6.8,-0.22,29184.3,15134.02,14050.28
10,巴閉仔,33.0,34.0,-0.03,6589.0,4526.75,2062.25,9.1,8.3,0.1,16997.45,12398.95,4598.5
9,龍城精將,35.0,34.0,0.03,6212.49,4526.75,1685.74,8.2,8.3,-0.01,18863.02,12398.95,6464.07
