horse_no,horses,win_odds,prev_win_odds,win_odds_change,win_amount,prev_win_amount,win_amount_increase,place_odds,prev_place_odds,place_odds_change,place_amount,prev_place_amount,place_amount_increase
1,極上紗瓏,1.6,1.5,0.07,222094.64,172350.75,49743.89,1.0,1.0,0.0,237229.57,164321.02,72908.55
2,一生好彩,8.6,10.0,-0.14,41319.93,25852.61,15467.32,2.4,3.2,-0.25,98845.66,51350.32,47495.34
7,亨驥,14.0,21.0,-0.33,25382.24,12310.77,13071.47,3.5,4.7,-0.26,67779.88,34961.92,32817.96
3,神馳,12.0,13.0,-0.08,29612.62,19886.62,9726.0,3.4,3.7,-0.08,69773.4,44411.09,25362.31
6,浪漫鬥士,11.0,11.0,0.0,32304.67,23502.38,8802.29,3.2,2.9,0.1,74134.24,56662.42,17471.82
11,加州熱浪,15.0,17.0,-0.12,23690.09,15207.42,8482.67,3.9,4.1,-0.05,60828.1,40078.3,20749.8
10,新力好,20.0,21.0,-0.05,17767.57,12310.77,5456.8,3.6,4.2,-0.14,65897.1,39124.05,26773.05
9,愛馬心,23.0,25.0,-0.08,15450.06,10341.05,5109.01,4.8,5.1,-0.06,49422.83,32219.81,17203.02
5,嘉應勇將,26.0,27.0,-0.04,13667.36,9575.04,4092.32,3.7,3.0,0.23,64116.1,54773.67,9342.43
4,開心三寶,23.0,22.0,0.05,15450.06,11751.19,3698.87,6.0,5.7,0.05,39538.26,28828.25,10710.01
12,幸運大夫,64.0,68.0,-0.06,5552.37,3801.85,1750.52,4.8,11.0,-0.56,49422.83,14938.27,34484.56
