horse_no,horses,win_odds,prev_win_odds,win_odds_change,win_amount,prev_win_amount,win_amount_increase,place_odds,prev_place_odds,place_odds_change,place_amount,prev_place_amount,place_amount_increase
1,清雲龍駒,4.8,5.7,-0.16,131615.52,64141.72,67473.8,2.1,2.1,0.0,228779.57,139151.96,89627.61
6,步風雷,4.1,4.0,0.02,154086.46,91401.96,62684.5,1.4,1.8,-0.22,343169.36,162343.96,180825.4
10,禾道威,7.9,8.4,-0.06,79968.92,43524.74,36444.18,2.5,2.9,-0.14,192174.84,100765.22,91409.62
7,同益善,6.0,5.3,0.13,105292.41,68982.61,36309.8,1.7,1.4,0.21,282610.06,208727.95,73882.11
8,風火恆雲,8.0,8.0,0.0,78969.31,45700.98,33268.33,3.1,3.1,0.0,154979.71,94264.23,60715.48
2,智多多寶,10.0,11.0,-0.09,63175.45,33237.07,29938.38,4.0,4.0,0.0,120109.27,73054.78,47054.49
4,八駿笑昇,15.0,16.0,-0.06,42116.96,22850.49,19266.47,4.8,5.3,-0.09,100091.06,55135.68,44955.38
5,雙贏,16.0,15.0,0.07,39484.65,24373.85,15110.8,3.8,3.1,0.23,126430.82,94264.23,32166.59
9,揚威四海,22.0,17.0,0.29,28716.11,21506.34,7209.77,7.9,7.2,0.1,60814.82,40585.99,20228.83
11,發財金戈,26.0,21.0,0.24,24298.25,17409.9,6888.35,6.4,5.5,0.16,75068.3,53130.75,21937.55
12,綻放的心,49.0,50.0,-0.02,12892.95,7312.16,5580.79,10.0,12.0,-0.17,48043.71,24351.59,23692.12
3,銀光奔騰,62.0,52.0,0.19,10189.59,7030.92,3158.67,12.0,11.0,0.09,40036.42,26565.38,13471.04
