horse_no,horses,win_odds,prev_win_odds,win_odds_change,win_amount,prev_win_amount,win_amount_increase,place_odds,prev_place_odds,place_odds_change,place_amount,prev_place_amount,place_amount_increase
9,烈焰光芒,4.9,4.6,0.07,71235.38,47860.76,23374.62,2.3,2.1,0.1,101166.88,68737.04,32429.84
6,你知我寶,7.0,7.7,-0.09,49864.77,28592.14,21272.63,3.2,3.6,-0.11,72713.7,40096.6,32617.1
11,豐功偉績,6.3,5.9,0.07,55405.3,37315.17,18090.13,1.8,2.2,-0.18,129268.79,65612.62,63656.17
13,天天更好,9.1,10.0,-0.09,38357.51,22015.95,16341.56,3.0,3.1,-0.03,77561.27,46563.8,30997.47
4,奇異歡星,7.8,7.5,0.04,44750.43,29354.6,15395.83,2.7,2.5,0.08,86179.19,57739.11,28440.08
10,銳目,8.4,8.2,0.02,41553.97,26848.72,14705.25,3.0,2.8,0.07,77561.27,51552.78,26008.49
8,大千赤風,8.1,7.5,0.08,43093.01,29354.6,13738.41,2.5,2.4,0.04,93073.53,60144.91,32928.62
1,笑盈喜,18.0,20.0,-0.1,19391.85,11007.98,8383.87,5.3,5.7,-0.07,43902.61,25324.17,18578.44
5,悠然常勝,25.0,38.0,-0.34,13962.14,5793.67,8168.47,8.0,7.6,0.05,29085.48,18993.13,10092.35
7,皇者威楓,19.0,19.0,0.0,18371.23,11587.34,6783.89,5.9,5.6,0.05,39437.94,25776.39,13661.55
14,花香月明,35.0,35.0,0.0,9972.95,6290.27,3682.68,7.0,6.5,0.08,33240.55,22207.35,11033.2
3,巴閉哥,28.0,25.0,0.12,12466.19,8806.38,3659.81,6.4,5.5,0.16,36356.85,26245.05,10111.8
12,超智多寶,86.0,83.0,0.04,4058.76,2652.52,1406.24,15.0,13.0,0.15,15512.25,11103.67,4408.58
2,君子,86.0,77.0,0.12,4058.76,2859.21,1199.55,15.0,13.0,0.15,15512.25,11103.67,4408.58
