日期,場次,名次,馬場/跑道/賽道,途程,場地狀況,賽事班次,檔位,騎師,實際負磅,沿途走位,完成時間,該仗步速,第一名,第二名,第三名,該仗末段
2024-10-27,138,06,"跑馬地草地""C""",1200,好,2,6,希威森,119,11 10 6,1.09.64,45.76,合夥奔馳,幸運遇見,精算暴雪,23.28
2024-11-09,172,12,"沙田草地""A+3""",1400,好/快,2,4,班德禮,115,9 9 9 12,1.21.09,57.22,堅又威,包裝天將,飛鷹翱翔,22.91
2025-10-01,064,04,"沙田草地""A+3""",1200,好/快,3,12,布文,133,13 13 4,1.08.87,46.09,肯佩斯,哈羅威,帥帥友福,22.06
2025-10-26,132,05,"沙田草地""A""",1400,好/快,3,4,布文,135,8 7 9 5,1.21.74,58.76,喜尊龍,正極,嘉應奇兵,22.54
2025-11-30,226,06,"沙田草地""C""",1600,好,3,10,布文,132,9 8 7 6,1.35.28,1:11.97,一定超,美麗星晨,魅力知耀,22.99
2025-12-14,262,04,"沙田草地""A""",1400,好,3,10,布文,131,11 10 10 4,1.21.92,58.31,榮駿大道,大眾福星,百威多贏,22.81
2026-01-01,312,01,"沙田草地""B+2""",1400,好,3,2,霍宏聲,133,5 4 2 1,1.21.72,58.57,韋金主,嘉應奇兵,確好勁,23.07
2026-02-01,404,02,"沙田草地""B+2""",1400,好,3,1,霍宏聲,135,4 3 3 2,1.21.40,58.30,綠野飛馳,韋金主,新力好,22.9
