日期,場次,名次,馬場/跑道/賽道,途程,場地狀況,賽事班次,檔位,騎師,實際負磅,沿途走位,完成時間,該仗步速,第一名,第二名,第三名,該仗末段
2025-03-23,524,01,"沙田草地""A""",1400,好/快,4,3,莫雅,127,3 5 5 1,1.21.27,58.20,綠野飛馳,小皇爺,火焰閃爍,22.67
2025-04-27,622,02,"沙田草地""A""",1400,好,4,11,麥道朗,135,4 2 2 2,1.21.46,57.56,錶之星河,綠野飛馳,仁仁有餘,23.86
2025-05-25,707,02,"沙田草地""A""",1400,好,3,6,韋紀力,120,5 4 3 2,1.20.87,56.93,喜尊龍,綠野飛馳,南區之星,23.66
2025-06-22,777,02,"沙田草地""A""",1400,好,3,4,艾道拿,124,4 4 5 2,1.21.16,57.80,非凡豪傑,綠野飛馳,一定超,23.08
2026-01-18,363,02,"沙田草地""A""",1400,好/快,3,12,紀仁安,124,3 3 4 2,1.21.79,58.59,天星,綠野飛馳,做好自己,22.84
2026-02-01,404,01,"沙田草地""B+2""",1400,好,3,9,紀仁安,121,3 4 4 1,1.21.27,58.30,綠野飛馳,韋金主,新力好,22.65
