日期,場次,名次,馬場/跑道/賽道,途程,場地狀況,賽事班次,檔位,騎師,實際負磅,沿途走位,完成時間,該仗步速,第一名,第二名,第三名,該仗末段
2026-02-01,404,11,"沙田草地""B+2""",1400,好,3,4,鍾易禮,115,11 9 6 11,1.22.15,58.30,綠野飛馳,韋金主,新力好,23.21
