horse_no,horses,win_odds,prev_win_odds,win_odds_change,win_amount,prev_win_amount,win_amount_increase,place_odds,prev_place_odds,place_odds_change,place_amount,prev_place_amount,place_amount_increase
12,棒棒糖,2.6,2.8,-0.07,390361.12,25600.04,364761.08,1.2,1.6,-0.25,532769.88,28552.22,504217.66
9,團結勇士,7.3,7.5,-0.03,139032.73,9557.35,129475.38,2.5,2.3,0.09,255729.54,19862.41,235867.13
7,嘉應勇將,7.7,9.7,-0.21,131810.25,7389.7,124420.55,2.6,3.3,-0.21,245893.79,13843.5,232050.29
1,乘數表,10.0,12.0,-0.17,101493.89,5973.34,95520.55,3.0,3.4,-0.12,213107.95,13436.34,199671.61
3,川河動駒,10.0,11.0,-0.09,101493.89,6516.38,94977.51,3.2,3.2,0.0,199788.7,14276.11,185512.59
4,福星小子,10.0,9.3,0.08,101493.89,7707.54,93786.35,3.5,2.6,0.35,182663.96,17570.6,165093.36
5,天外迎天,12.0,7.6,0.58,84578.24,9431.6,75146.64,3.5,2.0,0.75,182663.96,22841.77,159822.19
2,幸運星球,18.0,18.0,0.0,56385.5,3982.23,52403.27,4.6,5.8,-0.21,138983.45,7876.47,131106.98
8,勇進駒,19.0,18.0,0.06,53417.84,3982.23,49435.61,5.2,5.2,0.0,122946.89,8785.3,114161.59
6,關鍵所在,21.0,15.0,0.4,48330.42,4778.67,43551.75,5.3,4.8,0.1,120627.14,9517.41,111109.73
10,贏得威楓,32.0,40.0,-0.2,31716.84,1792.0,29924.84,6.5,8.0,-0.19,98357.52,5710.44,92647.08
11,幸運大夫,75.0,42.0,0.79,13532.52,1706.67,11825.85,13.0,9.6,0.35,49178.76,4758.7,44420.06
