horse_no,horses,win_odds,prev_win_odds,win_odds_change,win_amount,prev_win_amount,win_amount_increase,place_odds,prev_place_odds,place_odds_change,place_amount,prev_place_amount,place_amount_increase
5,銀亮濠俠,3.4,4.0,-0.15,2348914.04,86412.97,2262501.07,1.2,1.4,-0.14,5688466.44,186498.32,5501968.12
3,幸運傳承,3.5,3.3,0.06,2281802.21,104743.0,2177059.21,2.0,2.2,-0.09,3413079.86,118680.75,3294399.11
4,辣得金,6.9,6.7,0.03,1157435.9,51589.84,1105846.06,2.0,1.9,0.05,3413079.86,137419.82,3275660.04
6,喆喆友福,8.6,7.5,0.15,928640.43,46086.92,882553.51,2.4,2.7,-0.11,2844233.22,96702.83,2747530.39
12,東方福寶,9.1,18.0,-0.49,877616.23,19202.88,858413.35,2.4,5.2,-0.54,2844233.22,50211.09,2794022.13
1,鄉村樂韻,12.0,9.7,0.24,665525.64,35634.22,629891.42,3.7,2.7,0.37,1844908.03,96702.83,1748205.2
8,太行美景,24.0,30.0,-0.2,332762.82,11521.73,321241.09,5.6,4.8,0.17,1218957.09,54395.34,1164561.75
10,發光發亮,24.0,16.0,0.5,332762.82,21603.24,311159.58,6.1,4.8,0.27,1119042.58,54395.34,1064647.24
2,運來勇士,28.0,19.0,0.47,285225.28,18192.21,267033.07,6.6,5.0,0.32,1034266.62,52219.53,982047.09
9,東方魅影,29.0,21.0,0.38,275389.92,16459.61,258930.31,7.1,4.0,0.77,961430.95,65274.41,896156.54
7,東昇鉞,55.0,49.0,0.12,145205.59,7054.12,138151.47,12.0,8.4,0.43,568846.64,31083.05,537763.59
11,威德勇士,113.0,70.0,0.61,70675.29,4937.88,65737.41,21.0,11.0,0.91,325055.22,23736.15,301319.07
