horse_no,horses,win_odds,prev_win_odds,win_odds_change,win_amount,prev_win_amount,win_amount_increase,place_odds,prev_place_odds,place_odds_change,place_amount,prev_place_amount,place_amount_increase
8,穿甲金鷹,3.0,3.5,-0.14,380038.72,23821.29,356217.43,1.8,1.4,0.29,405864.71,46677.32,359187.39
5,好實力,7.1,6.5,0.09,160579.74,12826.85,147752.89,2.3,2.8,-0.18,317633.25,23338.66,294294.59
11,榮利雙收,7.4,11.0,-0.33,154069.75,7579.5,146490.25,2.1,3.7,-0.43,347884.04,17661.69,330222.35
2,瑪瑙,7.8,7.8,0.0,146168.74,10689.04,135479.7,2.2,1.4,0.57,332071.12,46677.32,285393.8
1,銀進,9.5,6.7,0.42,120012.23,12443.96,107568.27,4.2,5.2,-0.19,173942.02,12566.97,161375.05
10,佳登,11.0,13.0,-0.15,103646.93,6413.42,97233.51,2.9,3.8,-0.24,251916.03,17196.91,234719.12
4,同心同樂,14.0,16.0,-0.12,81436.87,5210.91,76225.96,4.0,5.4,-0.26,182639.12,12101.53,170537.59
7,電訊巴打,15.0,9.5,0.58,76007.74,8776.26,67231.48,3.6,2.2,0.64,202932.35,29703.75,173228.6
9,浪漫鬥士,17.0,13.0,0.31,67065.66,6413.42,60652.24,4.8,5.5,-0.13,152199.27,11881.5,140317.77
6,我做到,19.0,17.0,0.12,60006.11,4904.38,55101.73,4.5,4.8,-0.06,162345.88,13614.22,148731.66
3,膨才,21.0,28.0,-0.25,54291.25,2977.66,51313.59,5.1,9.0,-0.43,143246.37,7260.92,135985.45
