horse_no,horses,win_odds,prev_win_odds,win_odds_change,win_amount,prev_win_amount,win_amount_increase,place_odds,prev_place_odds,place_odds_change,place_amount,prev_place_amount,place_amount_increase
8,川河石駒,4.2,3.5,0.2,438011.95,33670.61,404341.34,2.3,2.7,-0.15,504613.76,28178.64,476435.12
11,賢者威楓,4.4,5.9,-0.25,418102.31,19974.09,398128.22,1.6,1.8,-0.11,725382.28,42267.96,683114.32
9,快樂神駒,5.6,6.2,-0.1,328508.96,19007.6,309501.36,1.9,2.4,-0.21,610848.24,31700.97,579147.27
3,勇霸龍,6.3,6.7,-0.06,292007.96,17589.12,274418.84,2.2,2.4,-0.08,527550.75,31700.97,495849.78
4,天天友福,11.0,12.0,-0.08,167240.92,9820.59,157420.33,3.2,3.2,0.0,362691.14,23775.73,338915.41
1,馬達,14.0,16.0,-0.12,131403.58,7365.45,124038.13,4.3,4.5,-0.04,269909.69,16907.18,253002.51
5,金發盛世,14.0,9.1,0.54,131403.58,12950.23,118453.35,4.2,1.8,1.33,276336.11,42267.96,234068.15
2,北地烈馬,15.0,13.0,0.15,122643.34,9065.16,113578.18,3.7,3.9,-0.05,313678.82,19508.29,294170.53
7,方圓星,24.0,28.0,-0.14,76652.09,4208.83,72443.26,5.3,7.0,-0.24,218983.33,10868.9,208114.43
6,龍威心得,25.0,32.0,-0.22,73586.01,3682.72,69903.29,5.3,5.7,-0.07,218983.33,13347.78,205635.55
10,歷勝,57.0,40.0,0.42,32274.56,2946.18,29328.38,10.0,9.7,0.03,116061.17,7843.54,108217.63
12,飛越晨曦,57.0,33.0,0.73,32274.56,3571.12,28703.44,10.0,6.6,0.52,116061.17,11527.62,104533.55
