horse_no,horses,win_odds,prev_win_odds,win_odds_change,win_amount,prev_win_amount,win_amount_increase,place_odds,prev_place_odds,place_odds_change,place_amount,prev_place_amount,place_amount_increase
4,做好自己,3.6,3.4,0.06,614862.42,40464.07,574398.35,1.6,1.2,0.33,893024.86,73796.94,819227.92
3,龍文鞭影,4.6,3.9,0.18,481196.67,35276.37,445920.3,2.1,2.2,-0.05,680399.89,40252.87,640147.02
1,一起美麗,6.1,6.8,-0.1,362869.62,20232.03,342637.59,2.1,2.2,-0.05,680399.89,40252.87,640147.02
10,知道穩勝,7.5,8.8,-0.15,295133.96,15633.84,279500.12,2.3,3.3,-0.3,621234.68,26835.25,594399.43
2,極光之子,8.9,13.0,-0.32,248708.39,10582.91,238125.48,2.5,3.3,-0.24,571535.91,26835.25,544700.66
7,加州活力,13.0,14.0,-0.07,170269.59,9826.99,160442.6,3.2,4.2,-0.24,446512.43,21084.84,425427.59
5,蓮冠皇,13.0,9.9,0.31,170269.59,13896.75,156372.84,4.3,2.9,0.48,332288.32,30536.66,301751.66
11,智多多寶,15.0,22.0,-0.32,147566.98,6253.54,141313.44,4.0,4.5,-0.11,357209.94,19679.18,337530.76
9,時時開心,18.0,16.0,0.12,122972.48,8598.61,114373.87,4.3,4.8,-0.1,332288.32,18449.23,313839.09
6,將義,32.0,37.0,-0.14,69172.02,3718.32,65453.7,7.3,8.8,-0.17,195731.48,10063.22,185668.26
8,巴閉仔,48.0,32.0,0.5,46114.68,4299.31,41815.37,9.2,6.2,0.48,155308.67,14283.28,141025.39
