horse_no,horses,win_odds,prev_win_odds,win_odds_change,win_amount,prev_win_amount,win_amount_increase,place_odds,prev_place_odds,place_odds_change,place_amount,prev_place_amount,place_amount_increase
1,凡凡有餘,3.9,4.3,-0.09,773781.46,44831.84,728949.62,1.7,2.1,-0.19,1319516.65,65765.86,1253750.79
4,先到先得,4.6,5.4,-0.15,656032.11,35699.43,620332.68,1.6,2.2,-0.27,1401986.44,62776.5,1339209.94
7,紅磚戰士,6.2,7.3,-0.15,486733.5,26407.8,460325.7,2.1,2.9,-0.28,1068180.14,47623.55,1020556.59
10,時間寶,6.4,8.4,-0.24,471523.08,22949.63,448573.45,2.0,2.6,-0.23,1121589.15,53118.58,1068470.57
12,手到再來,8.3,6.7,0.24,363584.06,28772.68,334811.38,3.2,1.9,0.68,700993.22,72688.58,628304.64
11,爆竹,14.0,8.4,0.67,215553.41,22949.63,192603.78,5.0,2.8,0.79,448635.66,49324.39,399311.27
9,至高心得,17.0,13.0,0.31,177514.57,14828.99,162685.58,4.3,3.3,0.3,521669.37,41851.0,479818.37
6,極速滿貫,18.0,15.0,0.2,167652.65,12851.79,154800.86,4.2,4.1,0.02,534090.07,33684.95,500405.12
5,追風,20.0,20.0,0.0,150887.39,9638.85,141248.54,5.0,4.7,0.06,448635.66,29384.74,419250.92
2,鬆啲,34.0,39.0,-0.13,88757.29,4943.0,83814.29,7.1,8.1,-0.12,315940.61,17050.41,298890.2
8,翠湖烈風,39.0,25.0,0.56,77378.15,7711.08,69667.07,9.5,7.5,0.27,236124.03,18414.44,217709.59
3,紫荊戰士,52.0,49.0,0.06,58033.61,3934.22,54099.39,12.0,10.0,0.2,186931.52,13810.83,173120.69
