馬場,跑道,場地狀況,途程,場次,日期,名次,馬名,馬匹編號,今仗檔位,上仗檔位,該仗步速,該仗頭段,比標準頭段,該仗末段,比標準末段,完成時間,比標準時間,沿途走位,第一名,第二名,第三名,上仗騎師,今仗騎師,賽事班次,上仗負磅,今仗負磅
HV,grass,好/快,1200,070,04/10/2023,06,紅逸舍,1,11,3,45.84,46.4,46.4,22.93,-46.67,69.33,-0.27,5 6 6,喜至寶,幸運旅程,越駿知己,田泰安,霍宏聲,3,121,135
HV,grass,好,1200,137,01/11/2023,04,紅逸舍,1,11,10,47.32,47.32,47.32,23.73,-45.87,71.05,1.45,1 1 4,幸運旅程,顏色大皇,旋風飛影,希威森,霍宏聲,3,121,135
ST,grass,好,1200,165,11/11/2023,13,紅逸舍,1,11,2,45.78,46.14,46.14,25.27,-43.73,71.41,2.41,3 4 13,綠族無限,美麗第一,營造組裝,董明朗,霍宏聲,3,118,135
ST,grass,好,1000,253,17/12/2023,08,紅逸舍,1,11,5,33.72,34.36,34.36,23.5,-33.15,57.86,1.21,4 4 8,占士德,連連勝利,手機錶霸,希威森,霍宏聲,4,133,135
ST,grass,好,1000,336,13/01/2024,09,紅逸舍,1,11,3,33.81,34.37,34.37,24.17,-32.48,58.54,1.89,3 5 9,令才,健康快車,占士德,艾道拿,霍宏聲,4,132,135
ST,grass,好,1000,544,31/03/2024,02,紅逸舍,1,11,7,33.81,34.09,34.09,22.77,-33.88,56.86,0.21,8 6 2,勝利之皇,紅逸舍,輝煌精英,蔡明紹,霍宏聲,4,130,135
ST,grass,好,1000,601,20/04/2024,02,紅逸舍,1,11,8,33.54,33.82,33.82,22.22,-34.43,56.04,-0.61,3 4 2,萬事快,紅逸舍,還看今朝,蔡明紹,霍宏聲,4,130,135
ST,grass,好,1000,697,26/05/2024,07,紅逸舍,1,11,4,33.35,33.63,33.63,23.27,-33.38,56.9,0.25,3 4 7,天天同樂,晨曦儷人,輗多福,艾兆禮,霍宏聲,4,132,135
HV,grass,好,1000,747,12/06/2024,01,紅逸舍,1,11,5,33.53,34.33,34.33,22.84,-34.36,57.17,-0.03,9 7 1,紅逸舍,極光彗星,囍眼光,蔡明紹,霍宏聲,4,133,135
HV,grass,好/快,1000,819,10/07/2024,02,紅逸舍,1,11,3,33.18,33.74,33.74,22.82,-33.83,56.56,-0.09,3 4 2,巴薩諾瓦,紅逸舍,年少多好,蔡明紹,霍宏聲,3,122,135
HV,grass,好,1000,054,25/09/2024,01,紅逸舍,1,11,10,34.01,34.57,34.57,22.39,-34.26,56.96,0.31,5 6 1,紅逸舍,連連幸運,巴薩諾瓦,蔡明紹,霍宏聲,3,126,135
HV,grass,好,1000,137,27/10/2024,04,紅逸舍,1,11,6,34.13,34.57,34.57,22.54,-34.11,57.11,0.46,4 6 4,馬力,雅典武士,連連幸運,蔡明紹,霍宏聲,3,131,135
HV,grass,好,1000,219,27/11/2024,06,紅逸舍,1,11,2,33.32,34.4,34.4,23.08,-33.57,57.48,0.83,6 8 6,添開心,連連幸運,年少多好,蔡明紹,霍宏聲,3,133,135
ST,grass,好,1000,323,05/01/2025,02,紅逸舍,1,11,5,34.05,34.65,34.65,22.11,-34.34,56.76,0.31,11 11 2,水晶酒杯,紅逸舍,金運來,布文,霍宏聲,3,133,135
HV,grass,好,1000,404,05/02/2025,01,紅逸舍,1,11,7,33.23,33.75,33.75,22.9,-33.75,56.65,0.0,5 4 1,紅逸舍,連連幸運,英雄豪邁,布文,霍宏聲,3,132,135
HV,grass,好,1000,465,26/02/2025,01,紅逸舍,1,11,4,33.31,34.15,34.15,22.33,-34.32,56.48,-0.17,3 3 1,紅逸舍,年少多好,人和家興,布文,霍宏聲,3,131,135
HV,grass,好/快,1000,632,30/04/2025,08,紅逸舍,1,11,7,33.92,34.64,34.64,22.12,-34.28,56.76,0.36,5 6 8,輝煌精英,顏色之皇,狀元及第,布文,霍宏聲,2,126,135
HV,grass,好,1000,119,22/10/2025,08,紅逸舍,1,11,7,33.3,33.82,33.82,23.54,-32.86,57.36,0.96,2 3 8,年少多好,顏色之皇,八駿巨昇,布文,霍宏聲,2,130,135
HV,grass,好/快,1200,149,02/11/2025,12,紅逸舍,1,11,8,45.45,46.73,46.73,23.43,-45.87,70.16,0.86,10 10 12,風雲武士,顏色之皇,晨曦儷人,布文,霍宏聲,2,125,135
ST,grass,好,1000,224,30/11/2025,13,紅逸舍,1,11,8,33.73,34.33,34.33,23.33,-32.72,57.66,1.61,11 11 13,顏色之皇,翠紅,水晶酒杯,楊明綸,霍宏聲,2,115,135
ST,dirt,好,1200,242,07/12/2025,09,紅逸舍,1,11,6,45.0,45.68,45.68,23.44,-44.91,69.12,0.77,6 8 9,華麗再勝,昇瀧駒,駿步騰飛,蔡明紹,霍宏聲,2,119,135
HV,grass,好,1000,331,07/01/2026,11,紅逸舍,1,11,8,33.53,33.89,33.89,23.78,-32.87,57.67,1.02,2 5 11,好好戀愛,手到齊來,連連幸運,布文,霍宏聲,3,131,135
