馬場,跑道,場地狀況,途程,場次,日期,名次,馬名,馬匹編號,今仗檔位,上仗檔位,該仗步速,該仗頭段,比標準頭段,該仗末段,比標準末段,完成時間,比標準時間,沿途走位,第一名,第二名,第三名,上仗騎師,今仗騎師,賽事班次,上仗負磅,今仗負磅
ST,grass,好/快,1000,027,15/09/2024,09,連連幸運,4,9,6,34.15,34.59,34.59,21.95,-34.5,56.54,0.09,8 8 9,魔術控制,星際快車,寰宇豐采,鍾易禮,黃智弘 (-5),3,116,128
HV,grass,好,1000,054,25/09/2024,02,連連幸運,4,9,8,34.01,34.53,34.53,22.52,-34.13,57.05,0.4,9 5 2,紅逸舍,連連幸運,巴薩諾瓦,希威森,黃智弘 (-5),3,123,128
HV,grass,好,1000,137,27/10/2024,03,連連幸運,4,9,8,34.13,34.37,34.37,22.69,-33.96,57.06,0.41,2 3 3,馬力,雅典武士,連連幸運,希威森,黃智弘 (-5),3,123,128
HV,grass,好,1000,219,27/11/2024,02,連連幸運,4,9,12,33.32,33.92,33.92,22.91,-33.74,56.83,0.18,4 4 2,添開心,連連幸運,年少多好,麥道朗,黃智弘 (-5),3,126,128
HV,grass,好,1200,335,08/01/2025,01,連連幸運,4,9,7,45.86,46.58,46.58,22.98,-46.62,69.56,-0.04,5 5 1,連連幸運,椒椒醒,競駿非凡,布文,黃智弘 (-5),3,127,128
HV,grass,好,1200,375,22/01/2025,04,連連幸運,4,9,4,45.98,46.58,46.58,23.18,-46.42,69.76,0.16,5 6 4,觀天下,有財有勢,多利彩駒,布文,黃智弘 (-5),3,135,128
HV,grass,好,1000,404,05/02/2025,02,連連幸運,4,9,8,33.23,34.03,34.03,22.74,-33.91,56.77,0.12,10 8 2,紅逸舍,連連幸運,英雄豪邁,黃智弘,黃智弘 (-5),3,126,128
HV,grass,好,1200,445,19/02/2025,09,連連幸運,4,9,11,46.77,47.41,47.41,23.43,-46.17,70.84,1.24,8 7 9,得道猴王,椒椒醒,實力加,黃智弘,黃智弘 (-5),3,128,128
HV,grass,好,1000,465,26/02/2025,04,連連幸運,4,9,5,33.31,34.99,34.99,21.86,-34.79,56.85,0.2,9 9 4,紅逸舍,年少多好,人和家興,莫雅,黃智弘 (-5),3,127,128
HV,grass,好/快,1000,576,09/04/2025,07,連連幸運,4,9,7,33.21,33.89,33.89,23.05,-33.6,56.94,0.29,4 4 7,顏色之皇,年少多好,領航君子,巫顯東,黃智弘 (-5),3,129,128
HV,grass,好/快,1200,638,30/04/2025,10,連連幸運,4,9,7,46.13,46.53,46.53,23.63,-45.97,70.16,0.56,3 4 10,鈦易搵,樂勝天下,金牌活力,潘頓,黃智弘 (-5),3,130,128
HV,grass,好/快,1000,670,14/05/2025,02,連連幸運,4,9,4,33.32,33.76,33.76,22.81,-33.84,56.57,-0.08,4 4 2,四季醒,連連幸運,星際快車,黃智弘,黃智弘 (-5),3,122,128
HV,grass,好/黏,1200,733,04/06/2025,05,連連幸運,4,9,12,46.03,46.03,46.03,24.76,-44.84,70.79,1.19,1 1 5,風雲武士,勇霸龍,日馳千里,黃智弘,黃智弘 (-5),3,124,128
HV,grass,好/快,1000,147,02/11/2025,02,連連幸運,4,9,7,33.45,33.89,33.89,22.8,-33.85,56.69,0.04,5 4 2,人和家興,連連幸運,川河石駒,布文,黃智弘 (-5),3,127,128
HV,grass,好,1000,233,03/12/2025,05,連連幸運,4,9,1,33.66,33.9,33.9,23.17,-33.48,57.07,0.42,4 3 5,藍地球,好好戀愛,手到齊來,潘頓,黃智弘 (-5),3,132,128
HV,grass,好,1000,271,17/12/2025,05,連連幸運,4,9,11,34.03,34.35,34.35,22.73,-33.92,57.08,0.43,6 4 5,燭光晚餐,添開心,精彩福星,布文,黃智弘 (-5),3,130,128
HV,grass,好,1000,331,07/01/2026,03,連連幸運,4,9,3,33.53,33.81,33.81,23.21,-33.44,57.02,0.37,5 3 3,好好戀愛,手到齊來,連連幸運,黃智弘,黃智弘 (-5),3,118,128
