馬場,跑道,場地狀況,途程,場次,日期,名次,馬名,馬匹編號,今仗檔位,上仗檔位,該仗步速,該仗頭段,比標準頭段,該仗末段,比標準末段,完成時間,比標準時間,沿途走位,第一名,第二名,第三名,上仗騎師,今仗騎師,賽事班次,上仗負磅,今仗負磅
ST,grass,好,1200,678,19/05/2024,06,天天耍樂,12,4,6,45.79,46.51,46.51,23.53,-45.82,70.04,0.69,6 6 6,輝煌精英,鑽石星空,獎金大少,何澤堯,楊明綸,4,127,117
ST,grass,軟,1200,755,15/06/2024,03,天天耍樂,12,4,1,46.26,46.26,46.26,23.98,-45.37,70.24,0.89,2 1 3,旭日昇,極速贏,天天耍樂,何澤堯,楊明綸,4,127,117
ST,grass,好/快,1200,806,06/07/2024,03,天天耍樂,12,4,5,45.34,45.5,45.5,23.31,-46.04,68.81,-0.54,2 2 3,超平凡,勝多多,天天耍樂,何澤堯,楊明綸,4,130,117
ST,grass,好,1200,039,22/09/2024,04,天天耍樂,12,4,11,45.77,45.77,45.77,23.63,-45.72,69.4,0.05,1 1 4,糖不甩,紫荊歡呼,勇霸龍,何澤堯,楊明綸,4,130,117
ST,grass,好/快,1200,079,06/10/2024,02,天天耍樂,12,4,9,46.48,46.48,46.48,22.99,-46.36,69.47,0.12,1 1 2,運高八斗,天天耍樂,太陽昇,何澤堯,楊明綸,4,130,117
ST,dirt,好,1200,339,12/01/2025,06,天天耍樂,12,4,7,45.13,45.29,45.29,24.49,-44.46,69.78,0.83,1 3 6,皇龍飛將,星火燎原,贏得自然,梁家俊,楊明綸,4,130,117
ST,grass,好,1200,393,31/01/2025,03,天天耍樂,12,4,2,46.23,46.23,46.23,23.67,-45.68,69.9,0.55,1 1 3,怡昌光輝,騰龍四海,天天耍樂,苗傑美,楊明綸,4,132,117
HV,grass,好,1200,462,26/02/2025,06,天天耍樂,12,4,1,46.29,46.29,46.29,24.19,-45.71,70.48,0.58,1 1 6,輕功猛男,飛黃,勁者,希威森,楊明綸,4,132,117
HV,grass,好/快,1000,520,19/03/2025,09,天天耍樂,12,4,7,33.74,34.14,34.14,23.15,-34.05,57.29,0.09,3 4 9,辣得金,勝萬金,鄉村樂韻,霍宏聲,楊明綸,4,126,117
ST,dirt,好,1200,603,20/04/2025,02,天天耍樂,12,4,3,45.27,45.31,45.31,24.14,-44.81,69.45,0.5,2 2 2,實力哥,天天耍樂,機械騎士,潘頓,楊明綸,4,124,117
ST,dirt,好,1200,680,18/05/2025,01,天天耍樂,12,4,8,45.45,45.45,45.45,23.68,-45.27,69.13,0.18,1 1 1,天天耍樂,扶搖勢勁,機械騎士,潘頓,楊明綸,4,126,117
ST,dirt,濕快,1200,759,14/06/2025,04,天天耍樂,12,4,5,45.26,45.34,45.34,23.9,-45.05,69.24,0.29,2 2 4,火神神樂,怡昌奇兵,川河型駒,潘頓,楊明綸,4,133,117
ST,grass,好/快,1200,830,13/07/2025,10,天天耍樂,12,4,13,45.83,45.83,45.83,24.24,-45.11,70.07,0.72,1 1 10,亨驥,藍爵爺,佳運發,黃智弘,楊明綸,4,130,117
ST,dirt,好,1200,048,28/09/2025,01,天天耍樂,12,4,5,44.95,44.95,44.95,24.38,-44.57,69.33,0.38,2 1 1,天天耍樂,開心五月,日日獎,潘頓,楊明綸,4,135,117
ST,dirt,好,1200,139,30/10/2025,03,天天耍樂,12,4,2,45.57,45.57,45.57,23.99,-44.56,69.56,1.01,1 1 3,時尚風趣,肯佩斯,天天耍樂,潘明輝,楊明綸,3,117,117
ST,dirt,好,1200,222,30/11/2025,08,天天耍樂,12,4,4,45.04,45.04,45.04,24.28,-44.27,69.32,0.77,1 1 8,樂勝天下,錶之極光,時尚風趣,黃智弘,楊明綸,3,117,117
ST,dirt,好,1200,322,04/01/2026,10,天天耍樂,12,4,4,45.55,45.55,45.55,23.53,-45.02,69.08,0.53,1 1 10,樂勝天下,駿步騰飛,熾烈神駒,潘明輝,楊明綸,3,118,117
ST,grass,好,1000,356,18/01/2026,07,天天耍樂,12,4,1,33.96,33.96,33.96,23.83,-32.62,57.79,1.34,2 2 7,國千金,三甲之星,魅力寶駒,梁家俊,楊明綸,3,119,117
