馬場,跑道,場地狀況,途程,場次,日期,名次,馬名,馬匹編號,今仗檔位,上仗檔位,該仗步速,該仗頭段,比標準頭段,該仗末段,比標準末段,完成時間,比標準時間,沿途走位,第一名,第二名,第三名,上仗騎師,今仗騎師,賽事班次,上仗負磅,今仗負磅
HV,grass,黏,1200,100,18/10/2023,02,小霸王,7,7,6,46.39,47.11,47.11,23.48,-46.12,70.59,0.99,5 5 2,合夥雄心,小霸王,旋風飛影,周俊樂,蔡明紹,3,133,117
HV,grass,好,1200,156,08/11/2023,01,小霸王,7,7,9,45.77,46.73,46.73,22.46,-46.84,69.19,-0.11,11 9 1,小霸王,魅力寶駒,明心知遇,周俊樂,蔡明紹,2,119,117
HV,grass,好,1200,212,29/11/2023,01,小霸王,7,7,9,45.2,46.72,46.72,22.5,-46.8,69.22,-0.08,8 9 1,小霸王,電氣騎士,嫡愛心,周俊樂,蔡明紹,2,124,117
HV,grass,好,1200,314,04/01/2024,04,小霸王,7,7,7,46.09,47.41,47.41,22.67,-46.63,70.08,0.78,12 12 4,電氣騎士,傑出漢子,嫡愛心,周俊樂,蔡明紹,2,130,117
ST,grass,好,1200,376,28/01/2024,04,小霸王,7,7,4,47.25,47.65,47.65,22.29,-45.86,69.94,1.79,4 6 4,維港智能,幸運有您,福逸,周俊樂,蔡明紹,0,126,117
HV,grass,好,1200,440,21/02/2024,04,小霸王,7,7,2,45.6,46.48,46.48,23.06,-46.04,69.54,0.44,7 7 4,好友心得,魅力寶駒,美麗奔馳,周俊樂,蔡明紹,1,127,117
ST,grass,好,1400,490,10/03/2024,10,小霸王,7,7,4,59.55,59.87,-7.73,23.26,9.76,83.13,2.03,4 4 4 10,加州星球,錶之銀河,紅運帝王,周俊樂,蔡明紹,0,126,117
ST,grass,好,1200,645,05/05/2024,06,小霸王,7,7,10,46.5,46.7,46.7,22.84,-45.81,69.54,0.89,3 3 6,嘉應高昇,包裝必勝,華麗再勝,布文,蔡明紹,2,135,117
ST,grass,黏,1200,046,22/09/2024,06,小霸王,7,7,7,45.68,46.56,46.56,23.53,-45.12,70.09,1.44,9 9 6,人和家興,八駿巨昇,合夥奔馳,黃智弘,蔡明紹,2,128,117
ST,grass,好/快,1200,102,13/10/2024,14,小霸王,7,7,14,45.65,48.29,48.29,28.31,-40.34,76.6,7.95,14 14 14,氣勢,天天同樂,華麗再勝,周俊樂,蔡明紹,2,133,117
HV,grass,好/黏,1200,200,20/11/2024,06,小霸王,7,7,9,45.84,47.12,47.12,22.92,-46.38,70.04,0.74,12 12 6,美麗奔馳,傑出漢子,精算暴雪,鍾易禮,蔡明紹,2,132,117
ST,grass,好,1400,249,08/12/2024,11,小霸王,7,7,9,58.49,58.61,-9.39,24.36,10.91,82.97,1.52,4 2 2 11,包裝天將,球星,潮州精神,鍾易禮,蔡明紹,2,126,117
ST,grass,好,1200,324,05/01/2025,08,小霸王,7,7,8,45.34,46.38,46.38,22.83,-45.82,69.21,0.56,8 9 8,精算暴雪,華麗再勝,合夥奔馳,鍾易禮,蔡明紹,2,125,117
ST,grass,好,1200,383,26/01/2025,04,小霸王,7,7,8,45.45,46.65,46.65,22.87,-45.78,69.52,0.87,9 9 4,華麗再勝,水晶酒杯,同祥和順,艾道拿,蔡明紹,2,132,117
ST,grass,好,1200,414,09/02/2025,07,小霸王,7,7,7,46.12,46.68,46.68,22.47,-45.98,69.15,0.7,7 8 7,幸運有您,華麗再勝,魔術控制,鍾易禮,蔡明紹,1,117,117
HV,grass,好,1200,457,26/02/2025,01,小霸王,7,7,3,46.44,46.6,46.6,22.35,-46.75,68.95,-0.15,2 3 1,小霸王,合夥奔馳,勇敢巨星,蔡明紹,蔡明紹,1,119,117
HV,grass,好/快,1200,523,19/03/2025,05,小霸王,7,7,5,45.46,46.26,46.26,22.97,-46.33,69.23,-0.07,8 9 5,美麗緣分,晨曦儷人,魅力寶駒,蔡明紹,蔡明紹,2,135,117
ST,grass,好,1200,585,13/04/2025,08,小霸王,7,7,9,44.85,46.29,46.29,22.81,-45.84,69.1,0.45,9 10 8,得道猴王,愛馬善,狀元及第,蔡明紹,蔡明紹,2,134,117
HV,grass,好/快,1000,632,30/04/2025,07,小霸王,7,7,4,33.92,34.84,34.84,21.89,-34.51,56.73,0.33,7 7 7,輝煌精英,顏色之皇,狀元及第,蔡明紹,蔡明紹,2,134,117
HV,grass,好/黏,1200,736,04/06/2025,07,小霸王,7,7,7,45.71,47.07,47.07,23.14,-46.16,70.21,0.91,11 11 7,鈦易搵,顏色之皇,好友心得,蔡明紹,蔡明紹,2,134,117
ST,grass,好,1200,763,14/06/2025,08,小霸王,7,7,9,45.06,46.7,46.7,22.12,-46.53,68.82,0.17,11 11 8,氣勢,精算暴雪,人和家興,周俊樂,蔡明紹,2,122,117
ST,grass,好,1200,281,20/12/2025,08,小霸王,7,7,2,47.08,47.52,47.52,22.57,-46.08,70.09,1.44,7 8 8,信心星,魔術控制,笑傲江湖,蔡明紹,蔡明紹,2,126,117
HV,grass,好,1200,352,14/01/2026,06,小霸王,7,7,9,45.05,46.61,46.61,23.03,-46.27,69.64,0.34,12 12 6,風雲武士,至尊瑰寶,勇敢巨星,蔡明紹,蔡明紹,2,124,117
