馬場,跑道,場地狀況,途程,場次,日期,名次,馬名,馬匹編號,今仗檔位,上仗檔位,該仗步速,該仗頭段,比標準頭段,該仗末段,比標準末段,完成時間,比標準時間,沿途走位,第一名,第二名,第三名,上仗騎師,今仗騎師,賽事班次,上仗負磅,今仗負磅
HV,grass,好/快,1200,522,19/03/2025,07,至尊瑰寶,8,12,7,46.3,46.78,-0.27,23.25,0.7,70.03,0.43,5 5 7,傑出漢子,時尚風趣,金匯昇昇,梁家俊,梁家俊,3,123,116
ST,grass,好,1400,591,13/04/2025,06,至尊瑰寶,8,12,8,57.9,58.78,0.28,22.89,-0.26,81.67,0.02,7 5 5 6,康樂高球,光年魅力,安泰,梁家俊,梁家俊,3,125,116
ST,grass,好,1200,667,10/05/2025,11,至尊瑰寶,8,12,8,46.32,46.48,-0.17,23.92,1.57,70.4,1.4,2 2 11,龍之輝,魅影戈飛,正氣青驅,希威森,梁家俊,3,122,116
ST,grass,好,1200,723,31/05/2025,10,至尊瑰寶,8,12,4,46.53,47.09,0.44,22.84,0.49,69.93,0.93,6 7 10,真心傳奇,晒冷,正氣青驅,希威森,梁家俊,3,119,116
HV,grass,好/快,1200,847,16/07/2025,01,至尊瑰寶,8,12,4,45.43,46.11,-0.94,23.02,0.47,69.13,-0.47,10 9 1,至尊瑰寶,勇霸龍,維港激流,梁家俊,梁家俊,3,119,116
HV,grass,好,1200,018,10/09/2025,02,至尊瑰寶,8,12,9,46.29,46.89,-0.16,23.36,0.81,70.25,0.65,9 8 2,勇霸龍,至尊瑰寶,佛亮老撾,梁家俊,梁家俊,3,125,116
HV,grass,好/快,1200,083,08/10/2025,01,至尊瑰寶,8,12,3,46.39,46.67,-0.38,22.67,0.12,69.34,-0.26,4 5 1,至尊瑰寶,快搏,魅力寶駒,梁家俊,梁家俊,3,128,116
HV,grass,好/快,1200,158,05/11/2025,01,至尊瑰寶,8,12,4,45.83,46.47,-0.58,22.89,0.34,69.36,-0.24,7 7 1,至尊瑰寶,椒椒醒,盈妍威楓,梁家俊,梁家俊,3,135,116
HV,grass,好,1650,292,23/12/2025,06,至尊瑰寶,8,12,8,75.53,75.53,0.03,23.87,0.07,99.4,0.1,2 2 1 6,喜蓮勇感,鈦易搵,大浪圖田,潘頓,梁家俊,2,120,116
HV,grass,好,1200,352,14/01/2026,02,至尊瑰寶,8,12,8,45.05,46.05,-0.9,23.39,1.04,69.44,0.14,9 9 2,風雲武士,至尊瑰寶,勇敢巨星,梁家俊,梁家俊,2,119,116
