馬匹編號,馬名,平均比標準時間
12,魅力知耀,-0.55
1,英駿飛駒,-0.36
2,盈好威楓,-0.3
4,安都,-0.27
5,昭易搵,0.03
7,活力拍檔,0.07
11,金滙千帥,0.29
3,風將,0.46
10,高高至高,0.48
6,星幻,0.74
9,北斗福星,0.84
8,喜豐年,1.28
