馬匹編號,馬名,平均比標準時間
9,盛勢威楓,-0.36
11,隋我同來,-0.33
3,哥倫布,-0.03
10,源好運,0.01
13,豐功偉績,0.34
4,馬鳳凰,0.36
5,久久為軍,0.42
8,金津寶駒,0.57
14,大浪園田,0.58
2,自動自覺,0.79
6,時尚歡欣,0.81
1,財富非凡,1.19
12,幸運勝利,1.29
