馬匹編號,馬名,平均比標準時間
1,特別美麗,-0.4
11,極速之子,-0.29
9,威威父子,0.29
4,籐王駒,0.32
6,志醒大將,0.36
5,金鑽精靈,0.45
2,滿洛城,0.46
10,金德義,0.6
7,型到爆,0.68
3,鐵甲驌龍,0.8
12,領航傳祺,0.96
8,海洋帝君,1.02
14,不假外求,1.02
13,同寶寶,1.56
