馬匹編號,馬名,平均比標準時間
7,競駿輝煌,-0.38
1,顏色之皇,-0.17
9,扶搖勢勁,-0.11
12,巴基之勝,-0.0
2,信心星,0.02
11,閃耀天河,0.02
6,魔術控制,0.19
5,翠紅,0.35
3,華麗再勝,0.6
10,飲杯,0.67
8,維港智能,0.74
