馬匹編號,馬名,平均比標準時間
1,櫻花酒杯,-0.14
3,鼓浪好友,0.03
2,精英高球,0.42
11,龍之邦,0.45
10,應龍飛影,0.56
5,勤德皆備,0.65
12,海王,0.65
9,嘉冠王,0.68
4,魯班精神,0.78
6,豪邁先登,0.87
8,無比小子,0.97
