馬匹編號,馬名,完成時間
12,魅力知耀,93.93
4,安都,94.43
3,風將,94.52
11,金滙千帥,94.64
5,昭易搵,94.73
10,高高至高,95.28
6,星幻,95.48
9,北斗福星,95.59
